Task ID,O*NET-SOC Code,Occupation (O*NET-SOC Title),Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source,Task Type,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID),expert_automation_capacity_rating_mean,expert_physical_action_requirement_mean,expert_involved_uncertainty_mean,expert_domain_expertise_requirement_mean,expert_interpersonal_communication_requirement_mean,expert_human_agency_scale_rating_mean,Occupation Employment_normalized,Occupation Mean Annual Wage_normalized,Importance_normalized,major_group_code
2490,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",688c39ce-92a0-4ddb-8614-d9d3a630ec8a,2025-04-26,Average,5,5,5,5,3,True,True,True,True,True,True,4,4,4,4,2,False,False,False,False,False,False,False,,FALSE,Female,Hispanic,60-86K,40,"Some College, No Degree",3-5 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Upwork,Core,5.0,5.0,4.17,69.77,52020.0,1455770.0,['Documenting/Recording Information'],['4.A.3.b.6'],4.0,1.5,2.0,2.5,1.0,2.0,0.5338092529041494,0.0484728576728082,0.6999999999999998,43
2509,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Match order forms with invoices, and record the necessary information.",688c39ce-92a0-4ddb-8614-d9d3a630ec8a,2025-04-26,Average,4,4,4,4,3,True,True,True,True,True,True,4,4,4,4,2,False,False,False,False,False,False,False,,FALSE,Female,Hispanic,60-86K,40,"Some College, No Degree",3-5 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Upwork,Core,5.0,5.0,4.12,70.12,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2'],5.0,1.0,1.5,1.0,1.0,1.0,0.5338092529041494,0.0484728576728082,0.6814814814814815,43
18561,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Prepare and process payroll information.,688c39ce-92a0-4ddb-8614-d9d3a630ec8a,2025-04-26,Average,5,5,5,5,5,False,False,False,False,False,False,4,4,4,4,3,False,True,False,False,False,False,False,,,Female,Hispanic,60-86K,40,"Some College, No Degree",3-5 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Upwork,Supplemental,3.0,3.0,4.71,45.65,52020.0,1455770.0,['Performing Administrative Activities'],['4.A.4.c.1'],5.0,1.0,2.0,2.0,1.0,1.0,0.5338092529041494,0.0484728576728082,0.8999999999999998,43
2501,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Calculate and prepare checks for utilities, taxes, and other payments.",688c39ce-92a0-4ddb-8614-d9d3a630ec8a,2025-04-26,Average,4,5,5,5,5,False,False,True,True,False,False,4,4,4,4,2,False,False,False,False,False,False,False,,FALSE,Female,Hispanic,60-86K,40,"Some College, No Degree",3-5 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Upwork,Supplemental,5.0,5.0,4.44,53.62,52020.0,1455770.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3'],4.5,1.0,3.0,2.5,1.0,1.0,0.5338092529041494,0.0484728576728082,0.7999999999999999,43
23270,43-4031.00,"Court, Municipal, and License Clerks","Question applicants to obtain required information, such as name, address, or age, and record data on prescribed forms.",15e87f9b-1b0e-4a49-b37c-a0a98b5023ed,2025-04-26,Expert,5,3,3,1,3,True,True,False,False,False,False,1,2,1,2,2,False,False,False,False,False,False,False,,FALSE,Female,Hispanic,30-60K,18,Associate Degree,6-10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Weekly,Weekly,Daily,Monthly,Never,Never,Never,Never,Prolific,Core,7.0,7.0,4.59,94.98,51200.0,170010.0,['Getting Information'],['4.A.1.a.1'],4.0,1.0,1.5,1.5,2.5,1.5,0.0618927896349855,0.045937925064919,0.8555555555555553,43
23273,43-4031.00,"Court, Municipal, and License Clerks","Answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",15e87f9b-1b0e-4a49-b37c-a0a98b5023ed,2025-04-26,Average,2,1,2,1,2,False,False,False,False,False,False,1,2,1,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,Hispanic,30-60K,18,Associate Degree,6-10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Weekly,Weekly,Daily,Monthly,Never,Never,Never,Never,Prolific,Core,7.0,7.0,4.55,98.38,51200.0,170010.0,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1'],3.0,1.0,1.5,2.5,2.0,3.0,0.0618927896349855,0.045937925064919,0.8407407407407405,43
23288,43-4031.00,"Court, Municipal, and License Clerks","Answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",15e87f9b-1b0e-4a49-b37c-a0a98b5023ed,2025-04-26,Expert,1,3,3,2,4,False,False,False,False,False,False,1,4,3,3,4,False,True,True,False,False,False,False,FALSE,,Female,Hispanic,30-60K,18,Associate Degree,6-10 years,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Weekly,Weekly,Daily,Monthly,Never,Never,Never,Never,Prolific,Core,7.0,7.0,4.46,97.84,51200.0,170010.0,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1'],3.5,1.0,1.5,2.0,3.0,3.0,0.0618927896349855,0.045937925064919,0.8074074074074072,43
23269,43-4031.00,"Court, Municipal, and License Clerks",Record and edit the minutes of meetings and distribute to appropriate officials or staff members.,3610c6f3-d404-45d2-8ee6-d6f66b934cf1,2025-04-26,Average,4,3,1,1,1,False,False,False,False,False,False,2,1,1,1,1,False,False,False,False,False,False,False,It would help me to have more thorough notes  and allow me to be fully engaged in my meetings instead of worrying about getting all the information recorded. ,FALSE,Female,Black,86K-165K,45,"Some College, No Degree",3-5 years,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",No,No,No,No,No,No,No,No,No,Prolific,Core,3.0,3.0,4.61,83.58,51200.0,170010.0,"['Documenting/Recording Information', 'Monitoring and Controlling Resources']","['4.A.3.b.6', '4.A.4.c.3']",4.5,1.0,1.0,1.0,1.0,1.5,0.0618927896349855,0.045937925064919,0.862962962962963,43
23270,43-4031.00,"Court, Municipal, and License Clerks","Question applicants to obtain required information, such as name, address, or age, and record data on prescribed forms.",3610c6f3-d404-45d2-8ee6-d6f66b934cf1,2025-04-26,Average,1,1,1,1,1,False,False,False,False,False,False,1,5,1,1,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,Black,86K-165K,45,"Some College, No Degree",3-5 years,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",No,No,No,No,No,No,No,No,No,Prolific,Core,7.0,7.0,4.59,94.98,51200.0,170010.0,['Getting Information'],['4.A.1.a.1'],4.0,1.0,1.5,1.5,2.5,1.5,0.0618927896349855,0.045937925064919,0.8555555555555553,43
23271,43-4031.00,"Court, Municipal, and License Clerks",Issue public notification of all official activities or meetings.,3610c6f3-d404-45d2-8ee6-d6f66b934cf1,2025-04-26,Average,3,2,1,1,1,True,False,False,False,False,False,1,1,1,2,3,False,False,True,False,False,True,False,,,Female,Black,86K-165K,45,"Some College, No Degree",3-5 years,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",No,No,No,No,No,No,No,No,No,Prolific,Core,3.0,3.0,4.58,80.87,51200.0,170010.0,['Documenting/Recording Information'],['4.A.3.b.6'],4.5,1.0,1.5,1.5,2.5,1.5,0.0618927896349855,0.045937925064919,0.8518518518518517,43
23274,43-4031.00,"Court, Municipal, and License Clerks",Prepare meeting agendas or packets of related information.,3610c6f3-d404-45d2-8ee6-d6f66b934cf1,2025-04-26,Average,3,2,2,1,1,True,True,True,False,False,False,1,1,2,1,2,False,False,False,False,False,False,False,,FALSE,Female,Black,86K-165K,45,"Some College, No Degree",3-5 years,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",No,No,No,No,No,No,No,No,No,Prolific,Core,3.0,3.0,4.54,78.02,51200.0,170010.0,['Documenting/Recording Information'],['4.A.3.b.6'],4.666666666666667,1.0,1.0,1.6666666666666667,2.333333333333333,1.0,0.0618927896349855,0.045937925064919,0.8370370370370369,43
23283,43-4031.00,"Court, Municipal, and License Clerks","Perform general office duties, such as taking or transcribing dictation, typing or proofreading correspondence, distributing or filing official forms, or scheduling appointments.",3610c6f3-d404-45d2-8ee6-d6f66b934cf1,2025-04-26,Average,2,3,3,2,2,False,False,False,False,False,False,1,2,1,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,Black,86K-165K,45,"Some College, No Degree",3-5 years,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Democrat,I have some experience using them.,"No, I have not used them for any work-related activities.",No,No,No,No,No,No,No,No,No,Prolific,Core,5.0,5.0,4.18,94.82,51200.0,170010.0,"['Evaluating Information to Determine Compliance with Standards', 'Scheduling Work and Activities', 'Performing Administrative Activities']","['4.A.2.a.3', '4.A.2.b.5', '4.A.4.c.1']",3.5,1.5,1.5,1.5,2.0,2.5,0.0618927896349855,0.045937925064919,0.7037037037037036,43
3394,13-2031.00,Budget Analysts,Analyze monthly department budgeting and accounting reports to maintain expenditure controls.,6ecb7e5e-191d-4ed2-b97f-ef694aaf46d6,2025-04-26,Expert,3,2,4,1,2,True,True,False,False,False,False,1,3,3,3,3,False,False,True,True,True,False,False,"Sometimes, without the tedious process, it is easy not to think about the necessity of costs, or to overlook things",,Male,Other,86K-165K,53,Master’s Degree,6-10 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Independent,I have some experience using them.,"No, I have not used them for any work-related activities.",No,No,No,No,No,No,No,No,No,WoM,Core,3.0,3.0,4.37,100.0,93920.0,47170.0,['Analyzing Data or Information'],['4.A.2.a.4'],4.0,1.0,2.0,2.0,2.5,1.5,0.0168064451010258,0.1780017311734882,0.774074074074074,13
3401,13-2031.00,Budget Analysts,Review operating budgets to analyze trends affecting budget needs.,6ecb7e5e-191d-4ed2-b97f-ef694aaf46d6,2025-04-26,Expert,3,2,3,2,3,True,True,False,False,False,True,1,3,3,3,3,False,False,True,True,True,True,False,,,Male,Other,86K-165K,53,Master’s Degree,6-10 years,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Independent,I have some experience using them.,"No, I have not used them for any work-related activities.",No,No,No,No,No,No,No,No,No,WoM,Core,3.0,3.0,4.15,96.02,93920.0,47170.0,['Analyzing Data or Information'],['4.A.2.a.4'],3.333333333333333,1.0,3.0,3.333333333333333,2.0,2.6666666666666665,0.0168064451010258,0.1780017311734882,0.6925925925925925,13
18022,11-9199.01,Regulatory Affairs Managers,"Direct the preparation and submission of regulatory agency applications, reports, or correspondence.",e9b3576e-d588-4ea2-881e-64bd63808a8b,2025-04-29,Average,3,3,3,3,3,False,True,True,False,False,False,2,3,2,2,2,False,False,False,False,False,False,False,,FALSE,Male,White,60-86K,18,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Never,Never,Monthly,Prolific,Core,3.0,3.0,4.48,100.0,77960.0,73180.0,"['Guiding, Directing, and Motivating Subordinates']",['4.A.4.b.4'],2.6666666666666665,2.333333333333333,3.0,3.333333333333333,2.6666666666666665,3.333333333333333,0.0263529757207612,0.1286632867565228,0.8148148148148148,11
18030,11-9199.01,Regulatory Affairs Managers,"Maintain current knowledge of relevant regulations, including proposed and final rules.",e9b3576e-d588-4ea2-881e-64bd63808a8b,2025-04-29,Average,5,2,2,2,1,False,True,False,True,False,False,3,2,3,2,4,False,False,True,False,False,False,False,,,Male,White,60-86K,18,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Never,Never,Monthly,Prolific,Core,4.0,4.0,4.09,100.0,77960.0,73180.0,['Updating and Using Relevant Knowledge'],['4.A.2.b.3'],1.5,2.5,3.0,4.5,1.5,4.5,0.0263529757207612,0.1286632867565228,0.6703703703703702,11
2495,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.",b32f1ece-0b1b-4229-8542-9a5e73f046e1,2025-05-02,Expert,5,2,4,1,2,True,True,True,False,False,True,3,3,1,2,2,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,30,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Never,Daily,Never,Never,Never,Never,Never,Upwork,Core,7.0,7.0,4.47,94.52,52020.0,1455770.0,['Controlling Machines and Processes'],['4.A.3.a.3'],2.0,3.5,1.0,1.0,1.5,3.0,0.5338092529041494,0.0484728576728082,0.811111111111111,43
2494,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Access computerized financial information to answer general questions as well as those related to specific accounts.,b32f1ece-0b1b-4229-8542-9a5e73f046e1,2025-05-02,Average,2,1,5,5,2,False,False,False,False,False,False,2,4,3,4,3,False,True,True,True,True,False,False,FALSE,,Female,White,86K-165K,30,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Never,Daily,Never,Never,Never,Never,Never,Upwork,Core,5.0,5.0,4.19,72.33,52020.0,1455770.0,['Getting Information'],['4.A.1.a.1'],4.5,2.0,2.0,2.5,3.0,2.0,0.5338092529041494,0.0484728576728082,0.7074074074074074,43
2509,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Match order forms with invoices, and record the necessary information.",b32f1ece-0b1b-4229-8542-9a5e73f046e1,2025-05-02,Novice,3,1,2,1,3,True,True,True,True,False,True,1,1,2,2,2,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,30,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Never,Daily,Never,Never,Never,Never,Never,Upwork,Core,5.0,5.0,4.12,70.12,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2'],5.0,1.0,1.5,1.0,1.0,1.0,0.5338092529041494,0.0484728576728082,0.6814814814814815,43
2501,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Calculate and prepare checks for utilities, taxes, and other payments.",b32f1ece-0b1b-4229-8542-9a5e73f046e1,2025-05-02,Average,5,2,4,2,1,True,True,True,False,False,True,1,1,1,1,1,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,30,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Never,Daily,Never,Never,Never,Never,Never,Upwork,Supplemental,5.0,5.0,4.44,53.62,52020.0,1455770.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3'],4.5,1.0,3.0,2.5,1.0,1.0,0.5338092529041494,0.0484728576728082,0.7999999999999999,43
2503,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Reconcile records of bank transactions.,b32f1ece-0b1b-4229-8542-9a5e73f046e1,2025-05-02,Expert,5,1,4,1,3,True,True,True,False,False,True,1,1,1,1,1,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,30,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Weekly,Never,Daily,Never,Never,Never,Never,Never,Upwork,Supplemental,3.0,3.0,4.38,53.68,52020.0,1455770.0,['Processing Information'],['4.A.2.a.2'],4.0,1.0,2.0,2.5,2.5,1.5,0.5338092529041494,0.0484728576728082,0.7777777777777776,43
7360,13-2082.00,Tax Preparers,"Use all appropriate adjustments, deductions, and credits to keep clients' taxes to a minimum.",7461059b-2817-4c2b-a2a8-0ac3aeb8ef51,2025-05-03,Average,4,2,4,2,2,True,True,True,False,False,True,1,1,3,3,2,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,30,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Never,Never,Daily,Never,Never,Never,Never,Never,WoM,Core,7.0,7.0,4.81,100.0,58860.0,73570.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3'],4.5,1.0,3.0,2.5,1.5,1.5,0.026496118625094,0.0696179052800791,0.9370370370370368,13
7359,13-2082.00,Tax Preparers,Prepare or assist in preparing simple to complex tax returns for individuals or small businesses.,7461059b-2817-4c2b-a2a8-0ac3aeb8ef51,2025-05-03,Average,5,1,4,1,1,True,True,True,False,False,True,1,2,1,4,2,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,30,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Never,Never,Daily,Never,Never,Never,Never,Never,WoM,Core,7.0,7.0,4.59,100.0,58860.0,73570.0,"['Estimating the Quantifiable Characteristics of Products, Events, or Information']",['4.A.1.b.3'],4.5,1.0,1.5,2.0,1.0,2.0,0.026496118625094,0.0696179052800791,0.8555555555555553,13
20363,13-2082.00,Tax Preparers,Answer questions and provide future tax planning to clients.,7461059b-2817-4c2b-a2a8-0ac3aeb8ef51,2025-05-03,Average,4,1,4,1,2,False,False,False,False,True,True,1,2,4,4,2,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,30,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Never,Never,Daily,Never,Never,Never,Never,Never,WoM,Core,5.0,5.0,4.27,100.0,58860.0,73570.0,"['Thinking Creatively', 'Performing for or Working Directly with the Public']","['4.A.2.b.2', '4.A.4.a.8']",3.5,1.5,2.5,2.5,3.0,3.0,0.026496118625094,0.0696179052800791,0.7370370370370368,13
20846,13-1051.00,Cost Estimators,Collect historical cost data to estimate costs for current or future products.,1217c346-b073-41ec-95d3-521dad745cdb,2025-04-27,Expert,2,1,2,1,4,False,False,False,False,False,False,2,1,3,1,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,Black,30-60K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM,Core,4.0,4.0,4.18,100.0,83160.0,219530.0,['Analyzing Data or Information'],['4.A.2.a.4'],4.0,1.5,3.5,3.5,1.0,1.5,0.0800682681543741,0.1447384691480153,0.7037037037037036,13
84,13-1051.00,Cost Estimators,"Prepare estimates used by management for purposes such as planning, organizing, and scheduling work.",1217c346-b073-41ec-95d3-521dad745cdb,2025-04-27,Average,4,1,1,1,2,True,True,True,True,False,False,1,3,3,3,3,False,True,False,False,True,False,False,,,Male,Black,30-60K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM,Core,3.0,3.0,4.0,95.45,83160.0,219530.0,['Making Decisions and Solving Problems'],['4.A.2.b.1'],3.333333333333333,1.6666666666666667,2.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0800682681543741,0.1447384691480153,0.637037037037037,13
80,13-1051.00,Cost Estimators,"Analyze blueprints and other documentation to prepare time, cost, materials, and labor estimates.",1217c346-b073-41ec-95d3-521dad745cdb,2025-04-27,Expert,3,3,3,4,3,True,False,False,False,True,False,1,4,1,4,4,False,True,True,False,True,False,False,,,Male,Black,30-60K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM,Core,4.0,4.0,4.27,100.0,83160.0,219530.0,['Making Decisions and Solving Problems'],['4.A.2.b.1'],3.5,1.0,2.5,3.5,2.0,2.5,0.0800682681543741,0.1447384691480153,0.7370370370370368,13
23269,43-4031.00,"Court, Municipal, and License Clerks",Record and edit the minutes of meetings and distribute to appropriate officials or staff members.,b4e154af-0ee5-40d1-b82e-295747d22101,2025-04-27,Average,2,2,4,1,4,False,False,False,False,False,False,2,4,1,1,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,30-60K,39,Bachelor’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific,Core,3.0,3.0,4.61,83.58,51200.0,170010.0,"['Documenting/Recording Information', 'Monitoring and Controlling Resources']","['4.A.3.b.6', '4.A.4.c.3']",4.5,1.0,1.0,1.0,1.0,1.5,0.0618927896349855,0.045937925064919,0.862962962962963,43
23272,43-4031.00,"Court, Municipal, and License Clerks",Record and maintain all vital and fiscal records and accounts.,b4e154af-0ee5-40d1-b82e-295747d22101,2025-04-27,Average,2,1,2,1,3,False,False,False,False,False,False,2,3,3,3,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,30-60K,39,Bachelor’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific,Core,5.0,5.0,4.56,79.67,51200.0,170010.0,['Documenting/Recording Information'],['4.A.3.b.6'],4.0,1.0,1.5,1.5,1.0,2.0,0.0618927896349855,0.045937925064919,0.8444444444444442,43
23288,43-4031.00,"Court, Municipal, and License Clerks","Answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",b4e154af-0ee5-40d1-b82e-295747d22101,2025-04-27,Average,2,2,4,1,2,False,False,False,False,False,False,2,3,2,4,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,30-60K,39,Bachelor’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific,Core,7.0,7.0,4.46,97.84,51200.0,170010.0,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1'],3.5,1.0,1.5,2.0,3.0,3.0,0.0618927896349855,0.045937925064919,0.8074074074074072,43
23275,43-4031.00,"Court, Municipal, and License Clerks","Prepare and issue orders of the court, such as probation orders, release documentation, sentencing information, or summonses.",b4e154af-0ee5-40d1-b82e-295747d22101,2025-04-27,Average,2,2,4,2,3,False,False,False,False,False,False,2,2,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,30-60K,39,Bachelor’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific,Core,5.0,5.0,4.38,77.41,51200.0,170010.0,['Documenting/Recording Information'],['4.A.3.b.6'],4.0,1.5,2.0,3.0,2.0,2.0,0.0618927896349855,0.045937925064919,0.7777777777777776,43
23290,43-4031.00,"Court, Municipal, and License Clerks",Instruct parties about timing of court appearances.,b4e154af-0ee5-40d1-b82e-295747d22101,2025-04-27,Expert,4,2,2,1,3,True,True,False,True,False,False,2,4,2,2,1,False,False,False,False,False,False,False,,FALSE,Male,White,30-60K,39,Bachelor’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Democrat,I have some experience using them.,"Yes, I have used them occasionally for specific tasks.",Monthly,Monthly,Monthly,Monthly,Monthly,Never,Never,Never,Monthly,Prolific,Core,5.0,5.0,4.08,90.05,51200.0,170010.0,['Interpreting the Meaning of Information for Others'],['4.A.4.a.1'],4.5,1.0,1.0,1.0,2.0,1.5,0.0618927896349855,0.045937925064919,0.6666666666666666,43
87,13-1051.00,Cost Estimators,Prepare cost and expenditure statements and other necessary documentation at regular intervals for the duration of the project.,1217c346-b073-41ec-95d3-521dad745cdb,2025-04-27,Average,4,2,2,2,1,True,True,False,True,False,False,1,3,2,5,2,False,False,False,False,False,False,False,,FALSE,Male,Black,30-60K,46,Bachelor’s Degree,More than 10 years,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,WoM,Core,3.0,3.0,3.72,81.82,83160.0,219530.0,['Documenting/Recording Information'],['4.A.3.b.6'],4.0,1.0,2.0,3.0,1.5,2.5,0.0800682681543741,0.1447384691480153,0.5333333333333333,13
